ilp_nodes1,ilp_nodes2,edge_id,node1,node2,mass_dif,category,linktype,direction,rdbe,formula1,formula2,ilp_edge_id,score_category,score_rt_artifact,score_inten_isotope,score_MS2_abiotic_mz_appearance,cplex_score,ilp_solution
779,28674,488,166,3968,0.5089254969158921,Biotransform,H-1N-1O1,0,0,C5H11N1O5,C5H10O6,583,0,0,NA,NA,0,0
779,118,489,166,32,2.3156301979678853,Biotransform,H-1N-1O1,0,0,C5H11N1O5,C5H10O6,586,0,0,NA,NA,0,0
779,122,490,166,33,2.3156301979678853,Biotransform,H-1N-1O1,0,0,C5H11N1O5,C5H10O6,589,0,0,NA,NA,0,0
264,284,495,70,75,-0.6954838472106253,Biotransform,H-1N-1O1,0,0,C9H11N1O2,C9H10O3,608,0,0,NA,NA,0,0
268,284,497,71,75,-0.6954838472106253,Biotransform,H-1N-1O1,0,0,C9H11N1O2,C9H10O3,616,0,0,NA,NA,0,0
21714,34384,512,2854,5157,-0.09222332027408575,Biotransform,H-1N-1O1,0,0,C7H5N1O4,C7H4O5,622,0,0,NA,NA,0,0
12514,18454,528,1767,2471,-0.09114765222433731,Biotransform,H-1N-1O1,0,0,C3H7N1O5S1,C3H6O6S1,629,0,0,NA,NA,0,0
31994,3569,531,4635,660,-0.0900745269651171,Biotransform,H-1N-1O1,0,0,C3H10N1O5P1,C3H9O6P1,633,0,0,NA,NA,0,0
26303,8845,542,3501,1378,-0.09006222309593015,Biotransform,H-1N-1O1,0,0,C7H9N1O4,C7H8O5,657,0,0,NA,NA,0,0
26303,8849,543,3501,1379,-0.09006222309593015,Biotransform,H-1N-1O1,0,0,C7H9N1O4,C7H8O5,659,0,0,NA,NA,0,0
26303,8853,544,3501,1380,-0.09006222309593015,Biotransform,H-1N-1O1,0,0,C7H9N1O4,C7H8O5,661,0,0,NA,NA,0,0
26303,22304,545,3501,2898,-0.09006222309593015,Biotransform,H-1N-1O1,0,0,C7H9N1O4,C7H8O5,663,0,0,NA,NA,0,0
34748,12058,550,5242,1719,-0.09003731101344929,Biotransform,H-1N-1O1,0,0,C7H13N3O2,C7H12N2O3,673,0,0,NA,NA,0,0
34748,12065,551,5242,1721,-0.09003731101344929,Biotransform,H-1N-1O1,0,0,C7H13N3O2,C7H12N2O3,675,0,0,NA,NA,0,0
34748,12061,552,5242,1720,0.49107131855863284,Biotransform,H-1N-1O1,0,0,C7H13N3O2,C7H12N2O3,677,0,0,NA,NA,0,0
12058,985,554,1719,196,-0.08952539496798573,Biotransform,H-1N-1O1,0,0,C7H12N2O3,C7H11N1O4,680,0,0,NA,NA,0,0
12058,989,555,1719,197,-0.08952539496798573,Biotransform,H-1N-1O1,0,0,C7H12N2O3,C7H11N1O4,684,0,0,NA,NA,0,0
12065,985,556,1721,196,-0.08952539496798573,Biotransform,H-1N-1O1,0,0,C7H12N2O3,C7H11N1O4,688,0,0,NA,NA,0,0
12065,989,557,1721,197,-0.08952539496798573,Biotransform,H-1N-1O1,0,0,C7H12N2O3,C7H11N1O4,692,0,0,NA,NA,0,0
12061,985,558,1720,196,-0.6673303565804044,Biotransform,H-1N-1O1,0,0,C7H12N2O3,C7H11N1O4,696,0,0,NA,NA,0,0
12061,989,559,1720,197,-0.6673303565804044,Biotransform,H-1N-1O1,0,0,C7H12N2O3,C7H11N1O4,700,0,0,NA,NA,0,0
5604,1618,560,937,312,1.0658597401975622,Biotransform,H-1N-1O1,0,0,C8H16N2O2,C8H15N1O3,704,0,0,NA,NA,0,0
5606,1618,561,938,312,0.48817661110601157,Biotransform,H-1N-1O1,0,0,C8H16N2O2,C8H15N1O3,706,0,0,NA,NA,0,0
4620,482,598,799,110,-0.08849476382780325,Biotransform,H-1N-1O1,0,0,C7H14N2O3,C7H13N1O4,737,0,0,NA,NA,0,0
4620,484,599,799,111,-0.08849476382780325,Biotransform,H-1N-1O1,0,0,C7H14N2O3,C7H13N1O4,739,0,0,NA,NA,0,0
4628,482,600,801,110,-0.08849476382780325,Biotransform,H-1N-1O1,0,0,C7H14N2O3,C7H13N1O4,741,0,0,NA,NA,0,0
4628,484,601,801,111,-0.08849476382780325,Biotransform,H-1N-1O1,0,0,C7H14N2O3,C7H13N1O4,743,0,0,NA,NA,0,0
4631,482,602,802,110,-0.08849476382780325,Biotransform,H-1N-1O1,0,0,C7H14N2O3,C7H13N1O4,745,0,0,NA,NA,0,0
4631,484,603,802,111,-0.08849476382780325,Biotransform,H-1N-1O1,0,0,C7H14N2O3,C7H13N1O4,747,0,0,NA,NA,0,0
4624,482,604,800,110,-0.6596479404548116,Biotransform,H-1N-1O1,0,0,C7H14N2O3,C7H13N1O4,749,0,0,NA,NA,0,0
4624,484,605,800,111,-0.6596479404548116,Biotransform,H-1N-1O1,0,0,C7H14N2O3,C7H13N1O4,751,0,0,NA,NA,0,0
