ilp_nodes1,ilp_nodes2,edge_id,node1,node2,mass_dif,category,linktype,direction,rdbe,formula1,formula2,ilp_edge_id,score_category,score_chromatogram_artifact,score_inten_isotope,score_MS2_library_fragment,score_MS2_similarity,score_MS2_abiotic_mz_appearance,cplex_score,ilp_solution
8349,8392,3964,306,307,0.19702312158818988,Natural_abundance,[13]C1C-1,1,0,C14H28O2,[13]C1C13H28O2,7241,1,0,-0.003823822127875186,,,,0.9961762,1
37677,37703,3965,1896,1897,-1.5224455398228227,Natural_abundance,[13]C1C-1,1,0,C8H12N2O6,[13]C1C7H12N2O6,7243,1,0,-0.026746147212316378,,,,0.9732539,1
84231,82579,3966,3194,3169,-0.22754849040618452,Natural_abundance,[13]C1C-1,1,0,C6H10K1Na1O6,[13]C1C5H10K1Na1O6,7259,1,0,-0.00152707031905626,,,,0.9984729,1
25378,25545,3967,1259,1264,0.18731797850075202,Natural_abundance,[13]C1C-1,1,0,C8H16O8,[13]C1C7H16O8,7264,1,0,-0.012078246135381889,,,,0.9879218,1
36623,36635,3968,1852,1853,-0.6422567713252086,Natural_abundance,[13]C1C-1,1,0,C8H16O8,[13]C1C7H16O8,7273,1,0,-0.040090850142102945,,,,0.9599091,1
35242,35277,3970,1779,1780,0.18501374229072395,Natural_abundance,[13]C1C-1,1,0,C7H18N1O6P1,[13]C1C6H18N1O6P1,7289,1,0,-0.024461500476451965,,,,0.9755385,1
28443,28248,3972,1432,1412,3.825716482229269,Natural_abundance,[13]C1C-1,1,0,C6H15O8P1,[13]C1C5H15O8P1,7301,1,0,-0.03000287744762458,,,,0.9699971,1
12082,12125,3973,430,434,1.7732471449624023,Natural_abundance,[13]C1C-1,1,0,C12H11O4P1,[13]C1C11H11O4P1,7316,1,0,-9.203830113938638e-5,,,,0.999908,1
46095,46105,3975,2450,2451,-0.991144971163265,Natural_abundance,[13]C1C-1,1,0,C8H17N4Na1O4,[13]C1C7H17N4Na1O4,7323,1,0,-1.098019907670009e-5,,,,0.999989,1
4814,4881,3976,199,200,-1.7681337942121118,Natural_abundance,[13]C1C-1,1,0,C16H32O2,[13]C1C15H32O2,7326,1,0,-0.017677288882981645,,,,0.9823227,1
4881,5179,3977,200,213,-3.3101838287577876,Natural_abundance,[13]C1C-1,1,0,[13]C1C15H32O2,[13]C2C14H32O2,7330,1,0,-0.03818502019827312,,,,0.961815,1
37973,37989,3978,1915,1916,-2.489104405264062,Natural_abundance,[13]C1C-1,1,0,C9H14N2O7,[13]C1C8H14N2O7,7334,1,0,-0.016186514663236545,,,,0.9838135,1
44110,44139,3979,2271,2272,-3.249320751673469,Natural_abundance,[13]C1C-1,1,0,C9H14N2O7,[13]C1C8H14N2O7,7344,1,0,-0.012792777090156061,,,,0.9872072,1
44113,44139,3979,2271,2272,-3.249320751673469,Natural_abundance,[13]C1C-1,1,0,C9H14N2O7,[13]C1C8H14N2O7,7346,1,0,-0.012792777090156061,,,,0.9872072,1
76162,88835,3980,3078,3261,-0.2069262357405354,Natural_abundance,[13]C1C-1,1,0,C6H11Na3O7,[13]C1C5H11Na3O7,7361,1,0,-0.009983948089451146,,,,0.9900161,1
38455,38314,3981,1944,1934,0.16907969875860923,Natural_abundance,[13]C1C-1,1,0,C12H14N2O5,[13]C1C11H14N2O5,7366,1,0,-0.014683195289553926,,,,0.9853168,1
34672,34846,3982,1744,1752,-1.659404210546935,Natural_abundance,[13]C1C-1,1,0,C10H15N3O6,[13]C1C9H15N3O6,7368,1,0,-0.008054555126158111,,,,0.9919454,1
41930,41885,3983,2114,2108,-0.1979557736158551,Natural_abundance,[13]C1C-1,1,0,C14H12O2S2,[13]C1C13H12O2S2,7375,1,0,-0.027490301595067206,,,,0.9725097,1
28717,28734,3984,1474,1475,0.16299508068636456,Natural_abundance,[13]C1C-1,1,0,C10H16N2O3S2,[13]C1C9H16N2O3S2,7382,1,0,-0.0010041514776004603,,,,0.9989958,1
20742,20684,3985,1015,1013,-1.629762688908231,Natural_abundance,[13]C1C-1,1,0,B1C14H11N4S1,[13]C1B1C13H11N4S1,7394,1,0,-0.02823204353630809,,,,0.971768,1
21545,21630,3986,1065,1069,-1.262464558535124,Natural_abundance,[13]C1C-1,1,0,C9H10N6Na2O2,[13]C1C8H10N6Na2O2,7407,1,0,-0.029992838011336544,,,,0.9700072,1
3792,2143,3987,163,102,0.8717026985315766,Natural_abundance,[13]C1C-1,1,0,C18H32O2,[13]C1C17H32O2,7421,1,0,-0.015392866092169706,,,,0.9846071,1
